section,a,b,locus_overlap,reading_agreement,n_shared_concepts,n_comparable_claims
14,KeterShemTov,UnKnownEskorial,0.0652,0.0,3,1
14,KeterShemTovMS_L,MeiratEinayim,0.0685,0.0,5,1
14,KeterShemTovMS_L,RAMBAN,0.08,1.0,2,1
14,KeterShemTovMS_L,Rabenu_Bahayii,0.0952,0.0,4,2
14,KeterShemTovMS_L,Ricanati_Zicaron_aharon_ed,0.1071,0.0,6,4
14,KeterShemTovMS_L,SaportaOxford1645,0.0882,0.0,3,1
14,KeterShemTovMS_L,UnKnownEskorial,0.0732,0.0,3,1
14,MeiratEinayim,RAMBAN,0.0678,0.0,4,3
14,MeiratEinayim,Rabenu_Bahayii,0.0513,0.0,4,2
14,MeiratEinayim,Ricanati_Zicaron_aharon_ed,0.1395,0.1429,12,14
14,MeiratEinayim,SaportaOxford1645,0.2167,0.1333,13,15
14,MeiratEinayim,UnKnownEskorial,0.039,,3,0
14,RAMBAN,Rabenu_Bahayii,0.0333,,1,0
14,RAMBAN,Ricanati_Zicaron_aharon_ed,0.0444,0.0,2,1
14,RAMBAN,SaportaOxford1645,0.1579,0.0,3,2
14,RAMBAN,UnKnownEskorial,0.0357,,1,0
14,Rabenu_Bahayii,Ricanati_Zicaron_aharon_ed,0.1,0.0,6,5
14,Rabenu_Bahayii,SaportaOxford1645,0.0789,0.0,3,1
14,Rabenu_Bahayii,UnKnownEskorial,0.0667,,3,0
14,Ricanati_Zicaron_aharon_ed,SaportaOxford1645,0.1176,0.4,6,5
14,Ricanati_Zicaron_aharon_ed,UnKnownEskorial,0.0847,0.0,5,1
14,SaportaOxford1645,UnKnownEskorial,0.0263,,1,0
15,IbnShuib,KenegedAsaraMaamaritLondon847,0.1017,0.0,6,4
15,IbnShuib,KeterShemTov,0.1222,0.0,11,7
15,IbnShuib,KeterShemTovMS_L,0.1146,0.0,11,6
15,IbnShuib,MeiratEinayim,0.1486,0.0,11,11
15,IbnShuib,RAMBAN,0.1017,0.1429,6,7
15,IbnShuib,Rabenu_Bahayii,0.1111,0.0,11,10
15,IbnShuib,Ricanati_Zicaron_aharon_ed,0.1023,0.0,9,3
15,IbnShuib,SaportaOxford1645,0.1205,0.0,10,6
15,IbnShuib,UnKnownEskorial,0.0806,0.0,5,2
15,KenegedAsaraMaamaritLondon847,KeterShemTov,0.1071,0.0,6,7
15,KenegedAsaraMaamaritLondon847,KeterShemTovMS_L,0.1148,0.0,7,6
15,KenegedAsaraMaamaritLondon847,MeiratEinayim,0.0698,,3,0
15,KenegedAsaraMaamaritLondon847,RAMBAN,0.1304,,3,0
15,KenegedAsaraMaamaritLondon847,Rabenu_Bahayii,0.0441,,3,0
15,KenegedAsaraMaamaritLondon847,Ricanati_Zicaron_aharon_ed,0.0741,,4,0
15,KenegedAsaraMaamaritLondon847,SaportaOxford1645,0.0588,,3,0
15,KenegedAsaraMaamaritLondon847,UnKnownEskorial,0.1667,0.0,4,1
15,KeterShemTov,KeterShemTovMS_L,0.4444,0.0244,32,41
15,KeterShemTov,MeiratEinayim,0.0789,0.0,6,4
15,KeterShemTov,RAMBAN,0.0877,0.0,5,6
15,KeterShemTov,Rabenu_Bahayii,0.1263,0.0,12,12
15,KeterShemTov,Ricanati_Zicaron_aharon_ed,0.1325,0.0,11,13
15,KeterShemTov,SaportaOxford1645,0.0976,0.0,8,4
15,KeterShemTov,UnKnownEskorial,0.0667,0.0,4,3
15,KeterShemTovMS_L,MeiratEinayim,0.1,0.0,8,10
15,KeterShemTovMS_L,RAMBAN,0.0794,0.5,5,2
15,KeterShemTovMS_L,Rabenu_Bahayii,0.1649,0.0,16,22
15,KeterShemTovMS_L,Ricanati_Zicaron_aharon_ed,0.1628,0.1429,14,14
15,KeterShemTovMS_L,SaportaOxford1645,0.1163,0.0,10,5
15,KeterShemTovMS_L,UnKnownEskorial,0.0769,0.0,5,1
15,MeiratEinayim,RAMBAN,0.0952,0.0,4,2
15,MeiratEinayim,Rabenu_Bahayii,0.0833,0.0,7,8
15,MeiratEinayim,Ricanati_Zicaron_aharon_ed,0.1143,0.0,8,5
15,MeiratEinayim,SaportaOxford1645,0.3704,0.2857,20,21
15,MeiratEinayim,UnKnownEskorial,0.0667,,3,0
15,RAMBAN,Rabenu_Bahayii,0.1094,0.2,7,5
15,RAMBAN,Ricanati_Zicaron_aharon_ed,0.1154,0.0,6,4
15,RAMBAN,SaportaOxford1645,0.08,0.0,4,2
15,RAMBAN,UnKnownEskorial,0.0769,,2,0
15,Rabenu_Bahayii,Ricanati_Zicaron_aharon_ed,0.1705,0.0,15,10
15,Rabenu_Bahayii,SaportaOxford1645,0.1124,0.0,10,5
15,Rabenu_Bahayii,UnKnownEskorial,0.058,,4,0
15,Ricanati_Zicaron_aharon_ed,SaportaOxford1645,0.1467,0.0,11,5
15,Ricanati_Zicaron_aharon_ed,UnKnownEskorial,0.0526,,3,0
15,SaportaOxford1645,UnKnownEskorial,0.0769,,4,0
16,Comment_a_shuib_Parma_68,IbnShuib,0.0175,,1,0
16,Comment_a_shuib_Parma_68,KenegedAsaraMaamaritLondon847,0.0909,,1,0
16,Comment_a_shuib_Parma_68,KeterShemTov,0.0185,,1,0
16,Comment_a_shuib_Parma_68,KeterShemTovMS_L,0.0164,,1,0
16,Comment_a_shuib_Parma_68,MeiratEinayim,0.0199,0.0,3,1
16,Comment_a_shuib_Parma_68,RAMBAN,0.04,0.0,2,1
16,Comment_a_shuib_Parma_68,Rabenu_Bahayii,0.0353,0.0,3,1
16,Comment_a_shuib_Parma_68,Ricanati_Zicaron_aharon_ed,0.0385,,1,0
16,IbnShuib,KenegedAsaraMaamaritLondon847,0.0,,0,0
16,IbnShuib,KeterShemTov,0.1829,0.0,15,11
16,IbnShuib,KeterShemTovMS_L,0.1685,0.0,15,9
16,IbnShuib,MeiratEinayim,0.1462,0.0,25,15
16,IbnShuib,RAMBAN,0.2051,0.0,16,4
16,IbnShuib,Rabenu_Bahayii,0.1111,0.0,13,3
16,IbnShuib,Ricanati_Zicaron_aharon_ed,0.15,0.0,9,7
16,KenegedAsaraMaamaritLondon847,KeterShemTov,0.02,,1,0
16,KenegedAsaraMaamaritLondon847,KeterShemTovMS_L,0.0175,,1,0
16,KenegedAsaraMaamaritLondon847,MeiratEinayim,0.0135,0.0,2,1
16,KenegedAsaraMaamaritLondon847,RAMBAN,0.0213,,1,0
16,KenegedAsaraMaamaritLondon847,Rabenu_Bahayii,0.0244,,2,0
16,KenegedAsaraMaamaritLondon847,Ricanati_Zicaron_aharon_ed,0.0,,0,0
16,KeterShemTov,KeterShemTovMS_L,0.4225,0.1515,30,33
16,KeterShemTov,MeiratEinayim,0.1221,0.0833,21,12
16,KeterShemTov,RAMBAN,0.0964,0.0,8,3
16,KeterShemTov,Rabenu_Bahayii,0.114,0.2,13,5
16,KeterShemTov,Ricanati_Zicaron_aharon_ed,0.082,0.0,5,3
16,KeterShemTovMS_L,MeiratEinayim,0.1628,0.0,28,25
16,KeterShemTovMS_L,RAMBAN,0.1529,0.0,13,6
16,KeterShemTovMS_L,Rabenu_Bahayii,0.1074,0.0,13,10
16,KeterShemTovMS_L,Ricanati_Zicaron_aharon_ed,0.1061,0.0,7,6
16,MeiratEinayim,RAMBAN,0.1446,0.0769,24,13
16,MeiratEinayim,Rabenu_Bahayii,0.1414,0.0,28,15
16,MeiratEinayim,Ricanati_Zicaron_aharon_ed,0.0714,0.0,11,8
16,RAMBAN,Rabenu_Bahayii,0.1273,0.0,14,2
16,RAMBAN,Ricanati_Zicaron_aharon_ed,0.1887,0.0,10,6
16,Rabenu_Bahayii,Ricanati_Zicaron_aharon_ed,0.0532,0.0,5,3
17,Comment_a_shuib_Parma_68,DaatChachamVatokan107,0.0,,0,0
17,Comment_a_shuib_Parma_68,DaatChachamVatokan114,0.0,,0,0
17,Comment_a_shuib_Parma_68,IbnShuib,0.0286,,1,0
17,Comment_a_shuib_Parma_68,KenegedAsaraMaamaritLondon847,0.0426,0.0,2,2
17,Comment_a_shuib_Parma_68,KeterShemTov,0.0182,,2,0
17,Comment_a_shuib_Parma_68,KeterShemTovMS_L,0.0273,,3,0
17,Comment_a_shuib_Parma_68,MeiratEinayim,0.0249,0.0,5,8
17,Comment_a_shuib_Parma_68,RAMBAN,0.0247,0.3333,4,3
17,Comment_a_shuib_Parma_68,Rabenu_Bahayii,0.0,,0,0
17,Comment_a_shuib_Parma_68,Ricanati_Zicaron_aharon_ed,0.038,0.0,3,1
17,Comment_a_shuib_Parma_68,UnKnownEskorial,0.0,,0,0
17,DaatChachamVatokan107,DaatChachamVatokan114,0.0769,,1,0
17,DaatChachamVatokan107,IbnShuib,0.0,,0,0
17,DaatChachamVatokan107,KenegedAsaraMaamaritLondon847,0.0217,,1,0
17,DaatChachamVatokan107,KeterShemTov,0.0185,,2,0
17,DaatChachamVatokan107,KeterShemTovMS_L,0.0,,0,0
17,DaatChachamVatokan107,MeiratEinayim,0.02,0.0,4,3
17,DaatChachamVatokan107,RAMBAN,0.0,,0,0
17,DaatChachamVatokan107,Rabenu_Bahayii,0.0426,,2,0
17,DaatChachamVatokan107,Ricanati_Zicaron_aharon_ed,0.0127,,1,0
17,DaatChachamVatokan107,UnKnownEskorial,0.0,,0,0
17,DaatChachamVatokan114,IbnShuib,0.0303,,1,0
17,DaatChachamVatokan114,KenegedAsaraMaamaritLondon847,0.0,,0,0
17,DaatChachamVatokan114,KeterShemTov,0.0092,,1,0
17,DaatChachamVatokan114,KeterShemTovMS_L,0.0183,0.0,2,1
17,DaatChachamVatokan114,MeiratEinayim,0.0099,,2,0
17,DaatChachamVatokan114,RAMBAN,0.0123,,2,0
17,DaatChachamVatokan114,Rabenu_Bahayii,0.0426,0.0,2,3
17,DaatChachamVatokan114,Ricanati_Zicaron_aharon_ed,0.0256,0.0,2,1
17,DaatChachamVatokan114,UnKnownEskorial,0.0,,0,0
17,IbnShuib,KenegedAsaraMaamaritLondon847,0.0984,0.6667,6,3
17,IbnShuib,KeterShemTov,0.0484,0.0,6,1
17,IbnShuib,KeterShemTovMS_L,0.065,0.0,8,3
17,IbnShuib,MeiratEinayim,0.0419,0.0,9,4
17,IbnShuib,RAMBAN,0.0824,0.125,14,16
17,IbnShuib,Rabenu_Bahayii,0.0455,0.0,3,1
17,IbnShuib,Ricanati_Zicaron_aharon_ed,0.0753,0.5,7,2
17,IbnShuib,UnKnownEskorial,0.0577,,3,0
17,KenegedAsaraMaamaritLondon847,KeterShemTov,0.0362,0.0,5,3
17,KenegedAsaraMaamaritLondon847,KeterShemTovMS_L,0.0588,0.0,8,4
17,KenegedAsaraMaamaritLondon847,MeiratEinayim,0.0724,0.1053,16,19
17,KenegedAsaraMaamaritLondon847,RAMBAN,0.0707,0.3636,13,11
17,KenegedAsaraMaamaritLondon847,Rabenu_Bahayii,0.025,,2,0
17,KenegedAsaraMaamaritLondon847,Ricanati_Zicaron_aharon_ed,0.0762,0.3333,8,6
17,KenegedAsaraMaamaritLondon847,UnKnownEskorial,0.0625,0.0,4,1
17,KeterShemTov,KeterShemTovMS_L,0.4476,0.1613,64,93
17,KeterShemTov,MeiratEinayim,0.0676,0.0,19,12
17,KeterShemTov,RAMBAN,0.1064,0.0,25,12
17,KeterShemTov,Rabenu_Bahayii,0.0432,0.0,6,6
17,KeterShemTov,Ricanati_Zicaron_aharon_ed,0.0667,0.0,11,6
17,KeterShemTov,UnKnownEskorial,0.065,,8,0
17,KeterShemTovMS_L,MeiratEinayim,0.0712,0.0,20,11
17,KeterShemTovMS_L,RAMBAN,0.0921,0.0,22,14
17,KeterShemTovMS_L,Rabenu_Bahayii,0.0504,0.0,7,7
17,KeterShemTovMS_L,Ricanati_Zicaron_aharon_ed,0.0727,0.0,12,3
17,KeterShemTovMS_L,UnKnownEskorial,0.056,0.0,7,1
17,MeiratEinayim,RAMBAN,0.096,0.087,31,23
17,MeiratEinayim,Rabenu_Bahayii,0.0302,0.0,7,2
17,MeiratEinayim,Ricanati_Zicaron_aharon_ed,0.1066,0.0385,26,26
17,MeiratEinayim,UnKnownEskorial,0.0227,,5,0
17,RAMBAN,Rabenu_Bahayii,0.0585,0.0,11,5
17,RAMBAN,Ricanati_Zicaron_aharon_ed,0.1275,0.15,26,20
17,RAMBAN,UnKnownEskorial,0.1078,0.0,18,4
17,Rabenu_Bahayii,Ricanati_Zicaron_aharon_ed,0.036,0.0,4,3
17,Rabenu_Bahayii,UnKnownEskorial,0.0294,,2,0
17,Ricanati_Zicaron_aharon_ed,UnKnownEskorial,0.0306,,3,0
18,DaatChachamVatokan107,DaatChachamVatokan114,0.1333,1.0,2,1
18,DaatChachamVatokan107,IbnShuib,0.0588,0.0,3,1
18,DaatChachamVatokan107,KenegedAsaraMaamaritLondon847,0.1333,0.0,2,1
18,DaatChachamVatokan107,KeterShemTov,0.1538,0.0,2,1
18,DaatChachamVatokan107,MeiratEinayim,0.0676,0.3333,5,3
18,DaatChachamVatokan107,RAMBAN,0.0455,,3,0
18,DaatChachamVatokan107,Rabenu_Bahayii,0.0233,,1,0
18,DaatChachamVatokan107,Ricanati_Zicaron_aharon_ed,0.0405,0.0,3,2
18,DaatChachamVatokan107,UnKnownEskorial,0.0952,0.0,2,1
18,DaatChachamVatokan114,IbnShuib,0.0,,0,0
18,DaatChachamVatokan114,KenegedAsaraMaamaritLondon847,0.1429,0.0,2,1
18,DaatChachamVatokan114,KeterShemTov,0.0769,,1,0
18,DaatChachamVatokan114,MeiratEinayim,0.0541,0.1667,4,6
18,DaatChachamVatokan114,RAMBAN,0.0149,,1,0
18,DaatChachamVatokan114,Rabenu_Bahayii,0.0,,0,0
18,DaatChachamVatokan114,Ricanati_Zicaron_aharon_ed,0.027,0.0,2,1
18,DaatChachamVatokan114,UnKnownEskorial,0.1,0.0,2,2
18,IbnShuib,KenegedAsaraMaamaritLondon847,0.06,0.0,3,4
18,IbnShuib,KeterShemTov,0.02,,1,0
18,IbnShuib,MeiratEinayim,0.1275,0.1667,13,6
18,IbnShuib,RAMBAN,0.1798,0.125,16,8
18,IbnShuib,Rabenu_Bahayii,0.1765,0.0,12,10
18,IbnShuib,Ricanati_Zicaron_aharon_ed,0.1649,0.0,16,11
18,IbnShuib,UnKnownEskorial,0.0727,0.3333,4,3
18,KenegedAsaraMaamaritLondon847,KeterShemTov,0.0769,,1,0
18,KenegedAsaraMaamaritLondon847,MeiratEinayim,0.0685,0.0,5,3
18,KenegedAsaraMaamaritLondon847,RAMBAN,0.0625,0.0,4,1
18,KenegedAsaraMaamaritLondon847,Rabenu_Bahayii,0.075,0.0,3,1
18,KenegedAsaraMaamaritLondon847,Ricanati_Zicaron_aharon_ed,0.0556,0.0,4,1
18,KenegedAsaraMaamaritLondon847,UnKnownEskorial,0.1,0.0,2,2
18,KeterShemTov,MeiratEinayim,0.0411,0.0,3,2
18,KeterShemTov,RAMBAN,0.0312,,2,0
18,KeterShemTov,Rabenu_Bahayii,0.0,,0,0
18,KeterShemTov,Ricanati_Zicaron_aharon_ed,0.0571,0.0,4,3
18,KeterShemTov,UnKnownEskorial,0.0526,,1,0
18,MeiratEinayim,RAMBAN,0.1818,0.0952,20,21
18,MeiratEinayim,Rabenu_Bahayii,0.0714,0.0,7,3
18,MeiratEinayim,Ricanati_Zicaron_aharon_ed,0.1695,0.04,20,25
18,MeiratEinayim,UnKnownEskorial,0.05,0.0,4,5
18,RAMBAN,Rabenu_Bahayii,0.1585,0.0,13,9
18,RAMBAN,Ricanati_Zicaron_aharon_ed,0.3061,0.027,30,37
18,RAMBAN,UnKnownEskorial,0.1045,0.0,7,3
18,Rabenu_Bahayii,Ricanati_Zicaron_aharon_ed,0.1573,0.25,14,16
18,Rabenu_Bahayii,UnKnownEskorial,0.0889,0.0,4,4
18,Ricanati_Zicaron_aharon_ed,UnKnownEskorial,0.1081,0.0,8,5
19_1,DaatChachamVatokan107,DaatChachamVatokan114,0.5,0.275,26,40
19_1,DaatChachamVatokan107,IbnShuib,0.2625,0.04,21,25
19_1,DaatChachamVatokan107,KenegedAsaraMaamaritLondon847,0.1333,0.0,8,12
19_1,DaatChachamVatokan107,KeterShemTov,0.1429,0.0909,7,11
19_1,DaatChachamVatokan107,MeiratEinayim,0.2714,0.0278,19,36
19_1,DaatChachamVatokan107,RAMBAN,0.3134,0.1111,21,18
19_1,DaatChachamVatokan107,Ricanati_Zicaron_aharon_ed,0.1136,0.125,10,8
19_1,DaatChachamVatokan107,UnKnownEskorial,0.1818,0.1429,10,7
19_1,DaatChachamVatokan114,IbnShuib,0.2597,0.0417,20,24
19_1,DaatChachamVatokan114,KenegedAsaraMaamaritLondon847,0.1636,0.0833,9,12
19_1,DaatChachamVatokan114,KeterShemTov,0.1304,0.1111,6,9
19_1,DaatChachamVatokan114,MeiratEinayim,0.3077,0.0556,20,36
19_1,DaatChachamVatokan114,RAMBAN,0.2727,0.1429,18,14
19_1,DaatChachamVatokan114,Ricanati_Zicaron_aharon_ed,0.119,0.2857,10,7
19_1,DaatChachamVatokan114,UnKnownEskorial,0.1731,0.1429,9,7
19_1,IbnShuib,KenegedAsaraMaamaritLondon847,0.1013,0.0,8,12
19_1,IbnShuib,KeterShemTov,0.1194,0.2,8,5
19_1,IbnShuib,MeiratEinayim,0.1868,0.0,17,18
19_1,IbnShuib,RAMBAN,0.4079,0.1186,31,59
19_1,IbnShuib,Ricanati_Zicaron_aharon_ed,0.1038,0.0,11,12
19_1,IbnShuib,UnKnownEskorial,0.1507,0.2308,11,13
19_1,KenegedAsaraMaamaritLondon847,KeterShemTov,0.0769,0.0,3,1
19_1,KenegedAsaraMaamaritLondon847,MeiratEinayim,0.1905,0.0,12,12
19_1,KenegedAsaraMaamaritLondon847,RAMBAN,0.1212,0.1111,8,9
19_1,KenegedAsaraMaamaritLondon847,Ricanati_Zicaron_aharon_ed,0.0633,0.0,5,4
19_1,KenegedAsaraMaamaritLondon847,UnKnownEskorial,0.0625,0.0,3,1
19_1,KeterShemTov,MeiratEinayim,0.1455,0.125,8,8
19_1,KeterShemTov,RAMBAN,0.0877,0.6667,5,3
19_1,KeterShemTov,Ricanati_Zicaron_aharon_ed,0.0588,0.0,4,3
19_1,KeterShemTov,UnKnownEskorial,0.1143,0.3333,4,3
19_1,MeiratEinayim,RAMBAN,0.1875,0.1,15,10
19_1,MeiratEinayim,Ricanati_Zicaron_aharon_ed,0.0825,0.0,8,8
19_1,MeiratEinayim,UnKnownEskorial,0.1429,0.0,9,6
19_1,RAMBAN,Ricanati_Zicaron_aharon_ed,0.1429,0.1333,13,15
19_1,RAMBAN,UnKnownEskorial,0.1833,0.3,11,10
19_1,Ricanati_Zicaron_aharon_ed,UnKnownEskorial,0.08,0.0,6,4
19_2,Comment_a_shuib_Parma_68,DaatChachamVatokan107,0.0612,0.0,3,3
19_2,Comment_a_shuib_Parma_68,DaatChachamVatokan114,0.04,,2,0
19_2,Comment_a_shuib_Parma_68,IbnShuib,0.1013,0.2222,8,9
19_2,Comment_a_shuib_Parma_68,KenegedAsaraMaamaritLondon847,0.0472,0.0,6,5
19_2,Comment_a_shuib_Parma_68,KeterShemTov,0.0526,,3,0
19_2,Comment_a_shuib_Parma_68,MeiratEinayim,0.0677,0.0,9,5
19_2,Comment_a_shuib_Parma_68,RAMBAN,0.0175,,1,0
19_2,Comment_a_shuib_Parma_68,Rabenu_Bahayii,0.0562,0.5,5,6
19_2,Comment_a_shuib_Parma_68,Ricanati_Zicaron_aharon_ed,0.025,0.0,2,3
19_2,Comment_a_shuib_Parma_68,UnKnownEskorial,0.0192,0.0,1,1
19_2,Comment_a_shuib_Parma_68,UnKnownVatikan214,0.04,0.0,2,1
19_2,DaatChachamVatokan107,DaatChachamVatokan114,0.36,0.6667,9,3
19_2,DaatChachamVatokan107,IbnShuib,0.1129,0.0,7,5
19_2,DaatChachamVatokan107,KenegedAsaraMaamaritLondon847,0.0952,0.0,10,13
19_2,DaatChachamVatokan107,KeterShemTov,0.0769,,3,0
19_2,DaatChachamVatokan107,MeiratEinayim,0.0973,0.0769,11,13
19_2,DaatChachamVatokan107,RAMBAN,0.0811,,3,0
19_2,DaatChachamVatokan107,Rabenu_Bahayii,0.0704,,5,0
19_2,DaatChachamVatokan107,Ricanati_Zicaron_aharon_ed,0.0847,,5,0
19_2,DaatChachamVatokan107,UnKnownEskorial,0.0606,,2,0
19_2,DaatChachamVatokan107,UnKnownVatikan214,0.0625,,2,0
19_2,DaatChachamVatokan114,IbnShuib,0.0952,0.0,6,4
19_2,DaatChachamVatokan114,KenegedAsaraMaamaritLondon847,0.0849,0.0,9,10
19_2,DaatChachamVatokan114,KeterShemTov,0.1351,0.25,5,4
19_2,DaatChachamVatokan114,MeiratEinayim,0.069,0.0,8,10
19_2,DaatChachamVatokan114,RAMBAN,0.1111,0.0,4,4
19_2,DaatChachamVatokan114,Rabenu_Bahayii,0.0857,0.0,6,7
19_2,DaatChachamVatokan114,Ricanati_Zicaron_aharon_ed,0.0492,0.0,3,1
19_2,DaatChachamVatokan114,UnKnownEskorial,0.0938,0.0,3,3
19_2,DaatChachamVatokan114,UnKnownVatikan214,0.0625,,2,0
19_2,IbnShuib,KenegedAsaraMaamaritLondon847,0.1628,0.0556,21,36
19_2,IbnShuib,KeterShemTov,0.1493,0.0,10,5
19_2,IbnShuib,MeiratEinayim,0.1778,0.0541,24,37
19_2,IbnShuib,RAMBAN,0.1364,0.1111,9,9
19_2,IbnShuib,Rabenu_Bahayii,0.1562,0.25,15,28
19_2,IbnShuib,Ricanati_Zicaron_aharon_ed,0.1,0.1429,9,14
19_2,IbnShuib,UnKnownEskorial,0.129,0.1667,8,12
19_2,IbnShuib,UnKnownVatikan214,0.0952,0.0,6,5
19_2,KenegedAsaraMaamaritLondon847,KeterShemTov,0.0696,0.0,8,6
19_2,KenegedAsaraMaamaritLondon847,MeiratEinayim,0.1648,0.0,29,59
19_2,KenegedAsaraMaamaritLondon847,RAMBAN,0.0901,0.0769,10,13
19_2,KenegedAsaraMaamaritLondon847,Rabenu_Bahayii,0.1135,0.0476,16,21
19_2,KenegedAsaraMaamaritLondon847,Ricanati_Zicaron_aharon_ed,0.0902,0.0,12,19
19_2,KenegedAsaraMaamaritLondon847,UnKnownEskorial,0.0841,0.2143,9,14
19_2,KenegedAsaraMaamaritLondon847,UnKnownVatikan214,0.0849,0.0,9,3
19_2,KeterShemTov,MeiratEinayim,0.1186,0.0833,14,12
19_2,KeterShemTov,RAMBAN,0.0667,0.5,3,2
19_2,KeterShemTov,Rabenu_Bahayii,0.037,0.0,3,1
19_2,KeterShemTov,Ricanati_Zicaron_aharon_ed,0.0909,0.0,6,1
19_2,KeterShemTov,UnKnownEskorial,0.0238,0.0,1,1
19_2,KeterShemTov,UnKnownVatikan214,0.0244,,1,0
19_2,MeiratEinayim,RAMBAN,0.0924,0.0625,11,16
19_2,MeiratEinayim,Rabenu_Bahayii,0.1293,0.12,19,25
19_2,MeiratEinayim,Ricanati_Zicaron_aharon_ed,0.1,0.0,14,27
19_2,MeiratEinayim,UnKnownEskorial,0.0504,0.0,6,7
19_2,MeiratEinayim,UnKnownVatikan214,0.042,,5,0
19_2,RAMBAN,Rabenu_Bahayii,0.0649,0.2857,5,7
19_2,RAMBAN,Ricanati_Zicaron_aharon_ed,0.129,0.0,8,1
19_2,RAMBAN,UnKnownEskorial,0.1389,0.4,5,5
19_2,RAMBAN,UnKnownVatikan214,0.0811,,3,0
19_2,Rabenu_Bahayii,Ricanati_Zicaron_aharon_ed,0.0816,0.1111,8,9
19_2,Rabenu_Bahayii,UnKnownEskorial,0.1324,0.0714,9,14
19_2,Rabenu_Bahayii,UnKnownVatikan214,0.0704,0.0,5,4
19_2,Ricanati_Zicaron_aharon_ed,UnKnownEskorial,0.1207,0.0,7,2
19_2,Ricanati_Zicaron_aharon_ed,UnKnownVatikan214,0.1034,0.0,6,8
19_2,UnKnownEskorial,UnKnownVatikan214,0.5217,0.0,12,3
2,IbnShuib,KenegedAsaraMaamaritLondon847,0.042,0.0,5,7
2,IbnShuib,KeterShemTov,0.1265,0.0,21,20
2,IbnShuib,KeterShemTovMS_L,0.135,0.0312,22,32
2,IbnShuib,MeiratEinayim,0.0612,0.0,12,8
2,IbnShuib,RAMBAN,0.0286,0.25,3,4
2,IbnShuib,Rabenu_Bahayii,0.0877,0.0667,10,15
2,KenegedAsaraMaamaritLondon847,KeterShemTov,0.0594,0.25,6,4
2,KenegedAsaraMaamaritLondon847,KeterShemTovMS_L,0.05,0.6,5,5
2,KenegedAsaraMaamaritLondon847,MeiratEinayim,0.0159,0.0,2,1
2,KenegedAsaraMaamaritLondon847,RAMBAN,0.0769,0.0,2,2
2,KenegedAsaraMaamaritLondon847,Rabenu_Bahayii,0.1,0.5,4,2
2,KeterShemTov,KeterShemTovMS_L,0.3884,0.2167,47,60
2,KeterShemTov,MeiratEinayim,0.0852,0.0667,15,15
2,KeterShemTov,RAMBAN,0.0111,,1,0
2,KeterShemTov,Rabenu_Bahayii,0.0918,0.0,9,5
2,KeterShemTovMS_L,MeiratEinayim,0.0739,0.0,13,13
2,KeterShemTovMS_L,RAMBAN,0.0349,0.0,3,5
2,KeterShemTovMS_L,Rabenu_Bahayii,0.0714,0.125,7,8
2,MeiratEinayim,RAMBAN,0.0275,0.0,3,3
2,MeiratEinayim,Rabenu_Bahayii,0.0492,0.0,6,4
2,RAMBAN,Rabenu_Bahayii,0.0769,0.0,2,2
20,Comment_a_shuib_Parma_68,DaatChachamVatokan107,0.0698,0.0,3,1
20,Comment_a_shuib_Parma_68,DaatChachamVatokan114,0.0541,,2,0
20,Comment_a_shuib_Parma_68,IbnShuib,0.08,0.5,8,2
20,Comment_a_shuib_Parma_68,KenegedAsaraMaamaritLondon847,0.1918,0.1667,14,6
20,Comment_a_shuib_Parma_68,KeterShemTov,0.0185,,1,0
20,Comment_a_shuib_Parma_68,MeiratEinayim,0.0551,0.0,7,3
20,Comment_a_shuib_Parma_68,RAMBAN,0.08,0.0,2,1
20,Comment_a_shuib_Parma_68,Rabenu_Bahayii,0.0508,,3,0
20,Comment_a_shuib_Parma_68,Ricanati_Zicaron_aharon_ed,0.0748,0.0,8,4
20,Comment_a_shuib_Parma_68,UnKnownEskorial,0.039,0.0,3,1
20,Comment_a_shuib_Parma_68,UnKnownVatikan214,0.0161,,1,0
20,Comment_a_shuib_Parma_68,מערכת האלוהות,0.025,,1,0
20,DaatChachamVatokan107,DaatChachamVatokan114,0.3214,0.0,9,8
20,DaatChachamVatokan107,IbnShuib,0.0816,0.0,8,2
20,DaatChachamVatokan107,KenegedAsaraMaamaritLondon847,0.1184,0.0,9,6
20,DaatChachamVatokan107,KeterShemTov,0.1277,0.0,6,2
20,DaatChachamVatokan107,MeiratEinayim,0.0909,0.0,11,7
20,DaatChachamVatokan107,RAMBAN,0.0,,0,0
20,DaatChachamVatokan107,Rabenu_Bahayii,0.0714,0.0,4,2
20,DaatChachamVatokan107,Ricanati_Zicaron_aharon_ed,0.066,0.0,7,1
20,DaatChachamVatokan107,UnKnownEskorial,0.1143,0.0,8,1
20,DaatChachamVatokan107,UnKnownVatikan214,0.1091,,6,0
20,DaatChachamVatokan107,מערכת האלוהות,0.0263,,1,0
20,DaatChachamVatokan114,IbnShuib,0.0421,0.0,4,2
20,DaatChachamVatokan114,KenegedAsaraMaamaritLondon847,0.0986,0.0,7,9
20,DaatChachamVatokan114,KeterShemTov,0.0455,,2,0
20,DaatChachamVatokan114,MeiratEinayim,0.0593,0.0,7,9
20,DaatChachamVatokan114,RAMBAN,0.0,,0,0
20,DaatChachamVatokan114,Rabenu_Bahayii,0.06,,3,0
20,DaatChachamVatokan114,Ricanati_Zicaron_aharon_ed,0.0392,0.0,4,2
