section,n_graphs_with,n_graphs_in_section,global_key,labels,legacy_n_graphs_with,legacy_n_graphs_in_section,v9_status,v9_correction
25_2,4,8,G:27,קיום | קיום העולם,4,9,requires_pipeline_rerun,⟦תיקון V9: המכנה תוקן; מספר הגרפים החולקים את המושג דורש הרצה מחדש של הקנוניזציה המקורית⟧
25_2,4,8,G:2,מקדשי,4,9,requires_pipeline_rerun,⟦תיקון V9: המכנה תוקן; מספר הגרפים החולקים את המושג דורש הרצה מחדש של הקנוניזציה המקורית⟧
25_2,4,8,G:15,"אלהים | הקב""ה",4,9,requires_pipeline_rerun,⟦תיקון V9: המכנה תוקן; מספר הגרפים החולקים את המושג דורש הרצה מחדש של הקנוניזציה המקורית⟧
25_2,4,8,G:61,גאון יעקב | משכנו,4,9,requires_pipeline_rerun,⟦תיקון V9: המכנה תוקן; מספר הגרפים החולקים את המושג דורש הרצה מחדש של הקנוניזציה המקורית⟧
25_2,4,8,G:65,כנסת ישראל,4,9,requires_pipeline_rerun,⟦תיקון V9: המכנה תוקן; מספר הגרפים החולקים את המושג דורש הרצה מחדש של הקנוניזציה המקורית⟧
25_2,4,8,G:67,בכרת | כרת,4,9,requires_pipeline_rerun,⟦תיקון V9: המכנה תוקן; מספר הגרפים החולקים את המושג דורש הרצה מחדש של הקנוניזציה המקורית⟧
26,12,13,G:29,התרועה | לתרועה | תרועה,,,valid,
26,11,13,G:16,השופר | שופר,,,valid,
26,10,13,G:0,י' ספירות | י' ספירות בלי מה | עשר הספירות בלימה | עשר ספירות | עשר ספירות בלימה | עשרה,,,valid,
26,10,13,G:51,יום הכיפורים | יום הכפורים,,,valid,
26,9,13,G:37,פשוטה,,,valid,
26,9,13,G:39,התפארת | תפארת,,,valid,
26,9,13,G:86,במדת רחמים | הרחמים | רחמים,,,valid,
26,8,13,G:30,הרחמים | רחמים | רחמנו,,,valid,
26,8,13,G:34,הזכרון | זכרון,,,valid,
26,7,13,G:46,כסא דין,,,valid,
26,7,13,G:26,"הש' | השם | השם הגדול | י""י",,,valid,
26,7,13,G:47,המלך | מלך,,,valid,
26,7,13,G:45,בדין | במשפט | דין | המשפט | מדת הדין | מידת הדין,,,valid,
26,7,13,G:113,דין | יום דין | יום הדין,,,valid,
26,7,13,G:117,מדת הרחמים | מדת רחמים | מידת הרחמים | רחמים,,,valid,
26,7,13,G:116,מדה | מדת הדין,,,valid,
26,7,13,G:142,ראש השנה,,,valid,
26,6,13,G:44,תשובה,,,valid,
26,6,13,G:49,רחמים | רחמנו,,,valid,
26,6,13,G:52,יום סליחה | יום רחמים | יום רחמים בדין,,,valid,
26,6,13,G:66,רמז,,,valid,
26,6,13,G:121,עשרת הימים | עשרת ימים,,,valid,
26,6,13,G:115,"אמרו ז""ל | מאמרם",,,valid,
26,6,13,G:88,דין | הע' | מדת הדין,,,valid,
26,6,13,G:98,דין | יום דין ברחמים | יום הדין | יום הדין ברחמים,,,valid,
26_1,8,9,G:1,מדת הדין | מידת הדין,,,valid,
26_1,7,9,G:7,יו' הכפורי' | יום הכיפורים | יום הכפורים,,,valid,
26_1,7,9,G:3,ראש השנה,,,valid,
26_1,6,9,G:29,מדת הרחמים | מדת רחמים | רחמים,,,valid,
26_1,6,9,G:33,הרחמים | מדת הרחמים | מדת רחמים | מידת הרחמים | רחמים,,,valid,
26_1,5,9,G:6,תרועה,,,valid,
26_1,5,9,G:5,תקיעה | תקיעות | תרועה,,,valid,
26_1,5,9,G:21,חרם,,,valid,
26_1,4,9,G:2,מלחמה,,,valid,
26_1,4,9,G:0,הקרבן | קרבן,,,valid,
26_1,4,9,G:20,מלחמה,,,valid,
26_1,4,9,G:18,חומת יריחו,,,valid,
26_1,4,9,G:28,"רבותינו | רז""ל",,,valid,
26_1,4,9,G:15,מריעין | תרועה,,,valid,
26_1,4,9,G:19,יריחו,,,valid,
26_1,4,9,G:31,תקיעה,,,valid,
26_1,4,9,G:58,קרבן,,,valid,
26_1,4,9,G:89,יי',,,valid,
27,9,12,G:55,הקו האמצעי | קו אמצעי | קו האמצעי | ראש קו האמצעי,,,valid,
27,9,12,G:106,וערבי נחל | ערבה | ערבות | ערבי נחל,,,valid,
27,8,12,G:7,אתרוג | פרי עץ הדר,,,valid,
27,8,12,G:27,העצרת | השמיני עצרת | שמיני | שמיני עצרת,,,valid,
27,7,12,G:17,הלולב | כפות תמרים | כפת תמרים | לולב,,,valid,
27,7,12,G:1,אבינו הראשון | אדם הראשון,,,valid,
27,7,12,G:53,היסוד | יסוד | יסוד עולם,,,valid,
27,7,12,G:69,חמשה ספירות ראשונות | ספירה | ספירות,,,valid,
27,7,12,G:197,אצילות,,,valid,
27,6,12,G:58,יסוד עולם | עץ,,,valid,
27,6,12,G:49,הראש | ספירה ראשונה | ראש | ראשו,,,valid,
27,6,12,G:123,השם | השם הגדול | שם הגדול,,,valid,
27,6,12,G:85,כאשר רמזתי | רמז,,,valid,
27,6,12,G:292,אחדות השבעה | השבעה | שבעה,,,valid,
28,3,3,G:17,כבודו השוכן אתנו | שכינתו,,,valid,
28,3,3,G:16,רמז,,,valid,
28,3,3,G:58,משה,,,valid,
28,3,3,G:59,השם הגדול | שמו הגדול,,,valid,
29,8,9,G:1,הכהנים | כהנים,,,valid,
29,7,9,G:2,הכרובים | כרובים,,,valid,
29,7,9,G:3,הפרוכת | הפרכת | פרוכת | פרכת | פרכת המסך,,,valid,
29,6,9,G:8,לפני ולפנים | קדש הקדשים,,,valid,
29,5,9,G:11,חביון עוזו | חביון עזו,,,valid,
29,5,9,G:12,הלויים | לויים,,,valid,
29,5,9,G:4,המקדש | הקדש | מקדש המקדש | קדש,,,valid,
29,5,9,G:15,הקדש | הקודש | קדש,,,valid,
29,5,9,G:48,"בפשוטו | כפשוטו | ר""ל",,,valid,
29,4,9,G:14,הכבוד | כבוד,,,valid,
29,4,9,G:37,הכלי | הכלים | כלי המקדש | כלים,,,valid,
3,4,6,G:12,מלאך | מלאכים,,,valid,
3,3,6,G:9,"ה""ר ז""ל | הרב | הרב ז""ל",,,valid,
3,3,6,G:28,הנפילים | נפילים,,,valid,
30,10,10,G:26,אמונה | האמנה,10,11,requires_pipeline_rerun,⟦תיקון V9: המכנה תוקן; מספר הגרפים החולקים את המושג דורש הרצה מחדש של הקנוניזציה המקורית⟧
30,8,10,G:17,משה,8,11,requires_pipeline_rerun,⟦תיקון V9: המכנה תוקן; מספר הגרפים החולקים את המושג דורש הרצה מחדש של הקנוניזציה המקורית⟧
30,8,10,G:0,אהרן,8,11,requires_pipeline_rerun,⟦תיקון V9: המכנה תוקן; מספר הגרפים החולקים את המושג דורש הרצה מחדש של הקנוניזציה המקורית⟧
30,8,10,G:33,החטא | חטא | חטאם | לחטא,8,11,requires_pipeline_rerun,⟦תיקון V9: המכנה תוקן; מספר הגרפים החולקים את המושג דורש הרצה מחדש של הקנוניזציה המקורית⟧
30,8,10,G:53,"הנס | נס | שם י""י",8,11,requires_pipeline_rerun,⟦תיקון V9: המכנה תוקן; מספר הגרפים החולקים את המושג דורש הרצה מחדש של הקנוניזציה המקורית⟧
30,8,10,G:41,בחורב | חורב,8,11,requires_pipeline_rerun,⟦תיקון V9: המכנה תוקן; מספר הגרפים החולקים את המושג דורש הרצה מחדש של הקנוניזציה המקורית⟧
30,7,10,G:11,בשמי | שם | שם ה' | שמי,7,11,requires_pipeline_rerun,⟦תיקון V9: המכנה תוקן; מספר הגרפים החולקים את המושג דורש הרצה מחדש של הקנוניזציה המקורית⟧
30,7,10,G:14,החטא | חטא | חטאו | לחטא,7,11,requires_pipeline_rerun,⟦תיקון V9: המכנה תוקן; מספר הגרפים החולקים את המושג דורש הרצה מחדש של הקנוניזציה המקורית⟧
30,7,10,G:15,מי מריבה | צור,7,11,requires_pipeline_rerun,⟦תיקון V9: המכנה תוקן; מספר הגרפים החולקים את המושג דורש הרצה מחדש של הקנוניזציה המקורית⟧
30,7,10,G:42,הסלע | הצור,7,11,requires_pipeline_rerun,⟦תיקון V9: המכנה תוקן; מספר הגרפים החולקים את המושג דורש הרצה מחדש של הקנוניזציה המקורית⟧
30,7,10,G:48,פי ה' | רוח קדשו,7,11,requires_pipeline_rerun,⟦תיקון V9: המכנה תוקן; מספר הגרפים החולקים את המושג דורש הרצה מחדש של הקנוניזציה המקורית⟧
30,7,10,G:60,"ה' | השם | השם הנכבד | י""י | שם הנכבד",7,11,requires_pipeline_rerun,⟦תיקון V9: המכנה תוקן; מספר הגרפים החולקים את המושג דורש הרצה מחדש של הקנוניזציה המקורית⟧
30,6,10,G:25,החטא | החטא הזה | חטא | חטאם,6,11,requires_pipeline_rerun,⟦תיקון V9: המכנה תוקן; מספר הגרפים החולקים את המושג דורש הרצה מחדש של הקנוניזציה המקורית⟧
30,6,10,G:28,בני ישראל | העם | ישראל,6,11,requires_pipeline_rerun,⟦תיקון V9: המכנה תוקן; מספר הגרפים החולקים את המושג דורש הרצה מחדש של הקנוניזציה המקורית⟧
30,6,10,G:51,סוד | סוד גדול | סוד גדול מסתרי התורה | סוד גדול מסתרי התורה הקדושה,6,11,requires_pipeline_rerun,⟦תיקון V9: המכנה תוקן; מספר הגרפים החולקים את המושג דורש הרצה מחדש של הקנוניזציה המקורית⟧
30,6,10,G:54,השם הגדול | שמו הגדול,6,11,requires_pipeline_rerun,⟦תיקון V9: המכנה תוקן; מספר הגרפים החולקים את המושג דורש הרצה מחדש של הקנוניזציה המקורית⟧
30,6,10,G:52,אלוה יעקב | השם הגדול | שמו הגדול,6,11,requires_pipeline_rerun,⟦תיקון V9: המכנה תוקן; מספר הגרפים החולקים את המושג דורש הרצה מחדש של הקנוניזציה המקורית⟧
30,6,10,G:128,יעקב,6,11,requires_pipeline_rerun,⟦תיקון V9: המכנה תוקן; מספר הגרפים החולקים את המושג דורש הרצה מחדש של הקנוניזציה המקורית⟧
30,5,10,G:13,התפארת | תפארת,5,11,requires_pipeline_rerun,⟦תיקון V9: המכנה תוקן; מספר הגרפים החולקים את המושג דורש הרצה מחדש של הקנוניזציה המקורית⟧
30,5,10,G:5,העטרה | עטרה,5,11,requires_pipeline_rerun,⟦תיקון V9: המכנה תוקן; מספר הגרפים החולקים את המושג דורש הרצה מחדש של הקנוניזציה המקורית⟧
30,5,10,G:31,אגם מים | המים | מים,5,11,requires_pipeline_rerun,⟦תיקון V9: המכנה תוקן; מספר הגרפים החולקים את המושג דורש הרצה מחדש של הקנוניזציה המקורית⟧
30,5,10,G:61,תפלת משה,5,11,requires_pipeline_rerun,⟦תיקון V9: המכנה תוקן; מספר הגרפים החולקים את המושג דורש הרצה מחדש של הקנוניזציה המקורית⟧
30,5,10,G:65,"כבוד ה' | כבוד השם | כבוד י""י | כבוד יי'",5,11,requires_pipeline_rerun,⟦תיקון V9: המכנה תוקן; מספר הגרפים החולקים את המושג דורש הרצה מחדש של הקנוניזציה המקורית⟧
30_1,7,9,G:15,משה,,,valid,
30_1,6,9,G:7,גבורה | גדול והגבורים | הגבורה | הגדולה והגבורה | כח וגבורה,,,valid,
30_1,6,9,G:16,נבואה | נבואתי,,,valid,
30_1,6,9,G:18,אדון,,,valid,
30_1,5,9,G:13,"השם הנכבד | שם הוי""ה",,,valid,
30_1,5,9,G:22,מדת רחמים | רחמים,,,valid,
30_1,4,9,G:29,אלהים | שם הגדול,,,valid,
30_1,4,9,G:40,כבודו | כבודך,,,valid,
30_1,4,9,G:36,ארץ | הארץ | לארץ,,,valid,
30_1,4,9,G:39,התאנף בו | התנאף | כעס,,,valid,
30_1,4,9,G:59,הרחמים | מדת רחמים | מידת רחמים | רחמים,,,valid,
31,6,10,G:9,ר' עקיב' | ר' עקיבא | רבי עקיבא,,,valid,
31,6,10,G:51,היראה | יראת ה' | יראת שמים,,,valid,
31,5,10,G:16,"ה' | הסיבה הראשונה | הקב""ה | השם",,,valid,
31,5,10,G:25,הפסוק | להלן כז | פסוק,,,valid,
31,5,10,G:63,במחשבה | מחשבה,,,valid,
32,7,8,G:28,ביחוד | בייחוד | בייחוד יוצרה | הכל אחד שלם מיוחד | יחוד | ייחודו,,,valid,
32,6,8,G:23,שית סטרין | שית סיטרין | שש קצוות | ששה קצוות | ששה קצוות של מעלה,,,valid,
32,6,8,G:42,אחד | אחדות | אחדות גמורה | פה אחד,,,valid,
32,6,8,G:6,"הרב | הרב ז""ל",,,valid,
32,6,8,G:4,"ד | דל""ת | הד' | הדל""ת",,,valid,
32,5,8,G:14,ברמז | רמז,,,valid,
32,5,8,G:2,"בה""א | ה | ה""א | ה""א אחרונה | ה' אחרונה",,,valid,
32,5,8,G:35,הכל אחד | הכל אחד שלם מיוחד | ייחוד | לב אחד | סוד הייחוד,,,valid,
32,5,8,G:41,בו אל | השם הראשון | יחוד | ייחוד השם,,,valid,
32,5,8,G:77,ה' | השם | שם | שם הנכבד,,,valid,
32,5,8,G:92,השם הגדול | שם ה' | שם הגדול | שם עולם | שם של עולם,,,valid,
32,4,8,G:29,ישראל,,,valid,
32,4,8,G:10,בת מלך | מלך,,,valid,
32,4,8,G:0,העולם העליון | עולם עליון | עלמא עילאה | עלמא עלאה,,,valid,
32,4,8,G:52,אחד | אחד בעליונים ובתחתונים,,,valid,
32,4,8,G:73,אל | אלהי יעקב | אלהינו,,,valid,
32,4,8,G:93,דבר מבושם בריחו משיב הנפש | ציקי קדירה | ציקי קדרה,,,valid,
32,4,8,G:101,ציקי קדירה | ציקי קדרה,,,valid,
32,4,8,G:85,שם תפארת | תפארת,,,valid,
32,4,8,G:86,תפארת | תפארת ישראל,,,valid,
32,4,8,G:88,בת מלך,,,valid,
32,4,8,G:82,יחוד ממטה למעלה | יחוד שלם | ייחוד | מלמעלה למטה,,,valid,
32,4,8,G:130,בת מלך,,,valid,
32,4,8,G:115,שם הגדול | שם המיוחד | שם הראשון | שם תפארת,,,valid,
4,8,13,G:7,הסרסור והאדריכל | סרסור,,,valid,
4,8,13,G:2,האדם | לב השמים | תפארת,,,valid,
4,7,13,G:1,ה' | השם המיוחד | שם המיוחד,,,valid,
4,7,13,G:8,אדריכל | משל האדריכל,,,valid,
4,7,13,G:21,המבול | ענין המבול | פרשת המבול,,,valid,
4,7,13,G:33,השפע | שפע | שפע האצילות,,,valid,
4,6,13,G:18,בראשית רבה | מדרש,,,valid,
5,9,13,G:40,הקשת | קשת | קשת בענן | קשתי,9,14,requires_pipeline_rerun,⟦תיקון V9: המכנה תוקן; מספר הגרפים החולקים את המושג דורש הרצה מחדש של הקנוניזציה המקורית⟧
5,7,13,G:14,הרחמים | זכות הרחמים | רחמים,7,14,requires_pipeline_rerun,⟦תיקון V9: המכנה תוקן; מספר הגרפים החולקים את המושג דורש הרצה מחדש של הקנוניזציה המקורית⟧
5,7,13,G:8,דפריא | קשין דפירא | קשין דפיריא | קשין דפריא | קשין דפרייא,7,14,requires_pipeline_rerun,⟦תיקון V9: המכנה תוקן; מספר הגרפים החולקים את המושג דורש הרצה מחדש של הקנוניזציה המקורית⟧
5,7,13,G:28,אות | אות ברית | אות הברית | האות | הקשת בענן,7,14,requires_pipeline_rerun,⟦תיקון V9: המכנה תוקן; מספר הגרפים החולקים את המושג דורש הרצה מחדש של הקנוניזציה המקורית⟧
5,7,13,G:145,הרחמים | זכות הרחמים | זכר הרחמים | מדת רחמים | רחמים,7,14,requires_pipeline_rerun,⟦תיקון V9: המכנה תוקן; מספר הגרפים החולקים את המושג דורש הרצה מחדש של הקנוניזציה המקורית⟧
6,8,14,G:22,מדה כנגד מדה | מידה כנגד מידה,,,valid,
6,8,14,G:55,ה' | השם | קדמונו של עולם | שם | שם ה' | שמו הגדול,,,valid,
6,7,14,G:38,סדום,,,valid,
6,7,14,G:46,עיר,,,valid,
7_1,10,11,G:3,אבות | האבות,,,valid,
7_1,8,11,G:38,אברהם,,,valid,
7_1,7,11,G:11,המרכבה | מרכבה | מרכבתו,,,valid,
7_1,6,11,G:13,המרכבה | מרכבה | מרכבת יחזקאל,,,valid,
7_1,6,11,G:21,"יצחק | יצחק ע""ה",,,valid,
7_1,6,11,G:37,יעקב | ליעקב,,,valid,
7_1,6,11,G:49,אלהים | אלי'ם,,,valid,
7_2,5,6,G:12,כבוד | כבוד ה' | כבוד יי',,,valid,
7_2,4,6,G:7,המרכבה,,,valid,
7_2,4,6,G:0,אברהם,,,valid,
7_2,4,6,G:15,השפע | שפע,,,valid,
7_2,4,6,G:4,האבות,,,valid,
7_2,4,6,G:34,הפחד | פחד יצחק,,,valid,
7_2,3,6,G:14,העטרה,,,valid,
7_2,3,6,G:26,הקשה | מדת הדין הקשה,,,valid,
7_2,3,6,G:30,יצחק,,,valid,
7_2,3,6,G:40,התפארת | כבוד התפארת,,,valid,
8,8,10,G:14,"מלאך | מלאך ה' | מלאך השם יתברך | מלאך י""י | מלאך יי'",,,valid,
8,7,10,G:0,האלהים המנסה | המנסה | הנסיון,,,valid,
8,6,10,G:5,עקדה | עקדת יצחק | עקידה | עקידת יצחק,,,valid,
8,5,10,G:2,אברהם,,,valid,
8,5,10,G:25,אֱלֹהִים | אלהים | האלהי' | השם הגדול,,,valid,
8,5,10,G:47,"הרב ז""ל | הרב רבינו",,,valid,
9,7,7,G:23,השכינה | שכינה,,,valid,
9,5,7,G:13,אלוה | אלוה בעליונים | אתה אלוה בעליונים,,,valid,
9,5,7,G:16,ארץ ישראל,,,valid,
9,5,7,G:15,איקונין של יעקב,,,valid,
9,5,7,G:33,יעקב,,,valid,
9,4,7,G:0,אל,,,valid,
9,4,7,G:1,אלהי ישראל,,,valid,
9,3,7,G:3,אלוה בעליונים | בעליונים,,,valid,
9,3,7,G:5,בתחתונים | העולם השפל | עולם השפל,,,valid,
9,3,7,G:19,כסא הכבוד,,,valid,
9,3,7,G:27,אלוה בתחתונים,,,valid,
